SID,Age,Sex,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes
061219-WM,3.23613963,M,AP,,English,1,Pilot,2,B,MATCHING,Give_N,12,NA,NA,NA,,
061219-WM,3.23613963,M,AP,,English,1,Pilot,2,B,MATCHING,Give_N,13,NA,NA,NA,,
061219-WM,3.23613963,M,AP,,English,1,Pilot,2,B,MATCHING,Give_N,14,NA,NA,NA,,
061219-WM,3.23613963,M,AP,,English,1,Pilot,2,B,MATCHING,Give_N,15,NA,NA,NA,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,Training,2,2,1,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,1,3,6,0,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,2,4,6,0,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,3,3,15,0,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,4,6,5,0,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,5,5,3,0,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,6,8,4,0,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,7,10,4,0,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Set-matching,8,9,4,0,0,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Highest count,NA,Raw_string,"1-10, 0",NA,NA,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Highest count,NA,Highest_count,10,NA,NA,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,1,3,4,0,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,2,2,2,1,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,3,3,3,1,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,4,4,4,1,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,5,5,10,0,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,6,4,3,0,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,7,3,3,1,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,8,4,3,0,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,9,NA,NA,NA,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,10,NA,NA,NA,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,11,NA,NA,NA,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,12,NA,NA,NA,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,13,NA,NA,NA,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,14,NA,NA,NA,,
062519-AD,3.208761123,F,AP,,"English, Vietnamese",1,Pilot,2,B,SHARING,Give_N,15,NA,NA,NA,,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,Training,2,2,1,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,1,3,3,1,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,2,4,4,1,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,3,7,6,0,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,4,10,9,0,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,5,5,5,1,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,6,9,7,0,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,7,8,7,0,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Set-matching,8,6,6,1,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Raw_string,"1-14, 16, 18, 19, 18-24",NA,NA,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Highest_count,14,NA,NA,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,1,1,1,1,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,2,2,2,1,0,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,3,3,3,1,1,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,4,4,4,1,1,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,5,5,5,1,1,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,6,6,7,0,1,"First said 6, then said 7"
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,7,5,5,1,1,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,8,6,6,1,1,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,9,6,6,1,1,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,10,NA,NA,NA,,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,11,NA,NA,NA,,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,12,NA,NA,NA,,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,13,NA,NA,NA,,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,14,NA,NA,NA,,
062419-MB,3.603011636,F,AP,,English,1,Pilot,CP,A,SHARING,Give_N,15,NA,NA,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,Training,2,2,1,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,1,3,4,0,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,2,4,5,0,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,3,7,8,0,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,4,10,14,0,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,5,5,6,0,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,6,9,13,0,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,7,8,9,0,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,8,6,7,0,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Raw_string,"1-7,1-8",NA,NA,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Highest_count,8,NA,NA,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,1,3,3,1,0,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,2,4,4,1,1,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,3,5,5,1,1,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,4,6,6,1,1,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,5,6,6,1,1,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,6,6,6,1,1,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,7,NA,,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,8,NA,,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,9,NA,,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,10,NA,,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,11,NA,,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,12,NA,,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,13,NA,,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,14,NA,,NA,,
071519-MT,3.151266256,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,15,NA,,NA,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Set-matching,Training,2,2,1,0,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Set-matching,1,4,5,0,0,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Set-matching,2,3,3,1,0,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Set-matching,4,8,11,0,0,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Set-matching,7,6,10,0,0,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Set-matching,8,10,13,0,0,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Highest count,NA,Raw_string,"1-15,17,19,20",NA,NA,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Highest count,NA,Highest_count,15,NA,NA,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,1,3,3,1,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,2,4,4,1,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,3,5,5,1,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,4,6,6,1,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,5,6,6,1,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,6,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,7,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,8,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,9,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,10,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,11,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,12,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,13,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,14,NA,,HELP,,
072319-EW,3.523613963,F,ChangeMe,,English,1,Pilot,CP,B,SHARING,Give_N,15,NA,,HELP,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,Training,2,2,1,0,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,1,3,3,1,0,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,2,4,4,1,0,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,4,10,10,1,0,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,7,8,2,0,0,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Set-matching,8,6,6,1,0,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Raw_string,"11, 14,14,15-19,21-30,31-38",NA,NA,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Highest_count,38,NA,NA,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,1,1,1,1,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,2,2,2,1,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,3,3,3,1,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,4,4,4,1,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,5,5,5,1,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,6,6,5,0,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,7,5,5,1,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,8,6,6,1,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,9,6,6,1,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,10,NA,,HELP,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,11,NA,,HELP,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,12,NA,,HELP,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,13,NA,,HELP,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,14,NA,,HELP,,
072319-EA,4.098562628,F,ChangeMe,,English,1,Pilot,CP,A,SHARING,Give_N,15,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Set-matching,Training,2,2,1,0,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Set-matching,1,3,3,1,0,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Set-matching,2,4,4,1,0,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Set-matching,4,10,8,0,0,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Set-matching,7,8,6,0,0,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Set-matching,8,6,7,0,0,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Raw_string,Jan-40,NA,NA,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Highest_count,40,NA,NA,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,1,3,3,1,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,2,4,4,1,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,3,5,5,1,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,4,6,6,1,1,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,5,6,6,1,1,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,6,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,7,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,8,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,9,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,10,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,11,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,12,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,13,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,14,NA,,HELP,,
072919-EF,4.752908966,F,CG,,English,1,Pilot,CP,A,SHARING,Give_N,15,NA,,HELP,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Set-matching,Training,2,2,1,0,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Set-matching,1,3,7,0,0,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Set-matching,2,4,5,0,0,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Set-matching,4,10,10,1,0,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Set-matching,7,8,12,0,0,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Set-matching,8,6,13,0,0,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Raw_string,19-Jan,NA,NA,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Highest count,NA,Highest_count,19,NA,NA,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,1,1,1,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,2,2,2,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,3,3,3,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,4,4,5,0,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,5,3,3,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,6,4,4,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,7,5,5,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,8,6,6,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,9,6,6,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,10,6,6,1,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,11,NA,,HELP,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,12,NA,,HELP,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,13,NA,,HELP,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,14,NA,,HELP,,
080119-VM,4.065708419,F,YKA,,English,1,Pilot,CP,A,SHARING,Give_N,15,NA,,HELP,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,Training,2,NA,NA,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,1,CHOOSE COUNTERBALANCE,6,0,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,2,CHOOSE COUNTERBALANCE,NA,NA,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,3,CHOOSE COUNTERBALANCE,NA,NA,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,4,CHOOSE COUNTERBALANCE,NA,NA,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,5,CHOOSE COUNTERBALANCE,NA,NA,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,6,CHOOSE COUNTERBALANCE,NA,NA,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,7,CHOOSE COUNTERBALANCE,NA,NA,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Set-matching,8,CHOOSE COUNTERBALANCE,NA,NA,0,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Highest count,NA,Raw_string,NA,NA,NA,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Highest count,NA,Highest_count,NA,NA,NA,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,1,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,2,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,3,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,4,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,5,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,6,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,7,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,8,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,9,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,10,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,11,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,12,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,13,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,14,NA,NA,NA,,
080119-IW,4.010951403,F,YKA,,English,1,DNF,NA,DNF,SHARING,Give_N,15,NA,NA,NA,,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Set-matching,Training,2,2,1,0,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Set-matching,1,4,4,1,0,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Set-matching,2,3,3,1,0,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Set-matching,4,8,10,0,0,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Set-matching,7,6,7,0,0,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Set-matching,8,10,10,1,0,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Highest count,NA,Raw_string,14-Jan,NA,NA,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Highest count,NA,Highest_count,14,NA,NA,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,1,1,1,1,0,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,2,2,2,1,1,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,3,3,3,1,0,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,4,4,4,1,1,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,5,5,5,1,1,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,6,6,6,1,1,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,7,6,6,1,1,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,8,NA,NA,NA,,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,9,NA,NA,NA,,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,10,NA,NA,NA,,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,11,NA,NA,NA,,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,12,NA,NA,NA,,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,13,NA,NA,NA,,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,14,NA,NA,NA,,
080519-IH,4.079397673,F,YKA,,English,1,Pilot,CP,B,SHARING,Give_N,15,NA,NA,NA,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Set-matching,Training,2,2,1,0,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Set-matching,1,4,5,0,0,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Set-matching,2,3,3,1,0,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Set-matching,4,8,10,0,0,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Set-matching,7,6,7,0,0,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Set-matching,8,10,12,0,0,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Highest count,NA,Raw_string,"1-7, 4",NA,NA,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Highest count,NA,Highest_count,7,NA,NA,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,1,3,10,0,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,2,2,10,0,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,3,1,"1, 10",0,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,4,1,"1, 10",0,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,5,1,10,0,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,6,NA,NA,NA,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,7,NA,NA,NA,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,8,NA,NA,NA,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,9,NA,NA,NA,,
080719-TJ ,3.679671458,F,JS,,English,1,Pilot,0,B,SHARING ,Give_N,10,NA,NA,NA,,
